gse_id,gpl_id,repo_id
GSE168453,GPL24676,1610017790779
GSE168450,GPL21103,1610017790779
GSE165047,GPL29623,1610017790779
GSE157694,GPL19057,1610017790779
GSE156110,GPL24676,1610017790779
GSE155960,GPL24676,1610017790779
GSE153116,GPL24676,1610017790779
GSE153116,GPL25526,1610017790779
GSE153116,GPL24676,1610017790779
GSE153116,GPL29623,1610017790779
GSE153116,GPL24676,1610017790779
GSE153113,GPL25526,1610017790779
GSE153108,GPL24676,1610017790779
GSE148523,GPL24676,1610017790779
GSE147088,GPL21273,1610017790779
GSE147088,GPL24247,1610017790779
GSE146819,GPL19057,1610017790779
